event_id_memoria,source_event_id,source,origin_time_utc,latitude,longitude,depth_km,magnitude_value,magnitude_type,magnitude_original_value,magnitude_original_type,magnitude_comparable,magnitude_homogenization_method,magnitude_conversion_equation,magnitude_conversion_uncertainty,magnitude_homogenization_status,intensity_max,location_text,felt,location_uncertainty_km,magnitude_uncertainty,tectonic_domain,domain_confidence,historical_quality,quality_score,record_status,source_url,source_file,duplicate_group_id,is_preferred_record,cluster_id,cluster_role,is_background_event,declustering_method,declustering_eligible,declustering_exclusion_reason,ingested_at_utc
MEM-9ADA7BD35EE65A42,MEM-9ADA7BD35EE65A42,IPMA,2026-08-18 23:49:32+00:00,37.535,-7.562,11.0,0.8,L,0.8,L,0.8,,,,,,NW Alcoutim,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9BDFFD6393A72684,MEM-9BDFFD6393A72684,IPMA,2026-08-19 01:20:24+00:00,37.512,-7.538,14.0,0.3,L,0.3,L,0.3,,,,,,NW Alcoutim,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A695A3FCCA4D8F6F,MEM-A695A3FCCA4D8F6F,IPMA,2026-08-19 05:01:37+00:00,36.851,-8.559,13.0,0.5,L,0.5,L,0.5,,,,,,SE Lagos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E843E798A0129D49,MEM-E843E798A0129D49,IPMA,2026-08-19 08:07:50+00:00,38.929,-7.571,2.0,0.5,L,0.5,L,0.5,,,,,,NE Estremoz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-C20616E5D2B01B8D,MEM-C20616E5D2B01B8D,IPMA,2026-08-19 21:59:33+00:00,41.897,-7.179,4.0,0.8,L,0.8,L,0.8,,,,,,NW Vinhais,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-F12565B03F1339E7,MEM-F12565B03F1339E7,IPMA,2026-08-20 02:06:57+00:00,38.599,-9.503,4.0,0.6,L,0.6,L,0.6,,,,,,SW Cascais,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D99DC7E632CB7287,MEM-D99DC7E632CB7287,IPMA,2026-08-20 02:54:04+00:00,36.656,-9.766,16.0,0.9,L,0.9,L,0.9,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-82ED7173775E799D,MEM-82ED7173775E799D,IPMA,2026-08-20 03:40:45+00:00,41.896,-7.178,9.0,0.6,L,0.6,L,0.6,,,,,,NW Vinhais,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E2C3A89B8AC6BB97,MEM-E2C3A89B8AC6BB97,IPMA,2026-08-20 06:08:32+00:00,38.8,-7.921,1.0,0.3,L,0.3,L,0.3,,,,,,NE Arraiolos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-CB6BCB173255D9CA,MEM-CB6BCB173255D9CA,IPMA,2026-08-20 10:14:52+00:00,38.43,-7.855,16.0,0.6,L,0.6,L,0.6,,,,,,SE Evora,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-06D5A7B7F8637435,MEM-06D5A7B7F8637435,IPMA,2026-08-20 17:34:34+00:00,37.01,-8.426,21.0,0.8,L,0.8,L,0.8,,,,,,SE Lagoa,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0E36E2356623B1DC,MEM-0E36E2356623B1DC,IPMA,2026-08-21 02:34:17+00:00,39.273,-8.584,2.0,0.2,L,0.2,L,0.2,,,,,,N  Alpiarça,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6C3D9A00BF2D3BED,MEM-6C3D9A00BF2D3BED,IPMA,2026-08-21 06:28:38+00:00,37.363,-8.441,1.0,0.8,L,0.8,L,0.8,,,,,,NE Monchique,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A18141EA7FBCA0E5,MEM-A18141EA7FBCA0E5,IPMA,2026-08-22 06:04:41+00:00,36.804,-6.968,19.0,0.9,L,0.9,L,0.9,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-CC984C2CA814DF66,MEM-CC984C2CA814DF66,IPMA,2026-08-22 06:44:41+00:00,38.568,-8.012,16.0,0.1,L,0.1,L,0.1,,,,,,W  Evora,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-293A8F5A3B31E9C3,MEM-293A8F5A3B31E9C3,IPMA,2026-08-22 06:52:50+00:00,36.968,-8.791,16.0,0.3,L,0.3,L,0.3,,,,,,SE Vila do Bispo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-846E67AEC4D0D188,MEM-846E67AEC4D0D188,IPMA,2026-08-22 11:54:10+00:00,37.322,-8.599,13.0,0.6,L,0.6,L,0.6,,,,,,NW Monchique,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-1AFFCFDE19F85DC6,MEM-1AFFCFDE19F85DC6,IPMA,2026-08-22 13:35:22+00:00,38.872,-8.379,19.0,0.0,L,0.0,L,0.0,,,,,,SE Coruche,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6F8779A8F28C6E3A,MEM-6F8779A8F28C6E3A,IPMA,2026-08-23 05:10:30+00:00,38.788,-7.992,10.0,0.7,L,0.7,L,0.7,,,,,,N  Arraiolos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-8E8011C63E69C6C5,MEM-8E8011C63E69C6C5,IPMA,2026-08-23 08:51:06+00:00,38.801,-7.745,1.0,0.6,L,0.6,L,0.6,,,,,,SW Estremoz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E2C6179A39B985A7,MEM-E2C6179A39B985A7,IPMA,2026-08-23 23:09:44+00:00,38.787,-7.97,10.0,0.7,L,0.7,L,0.7,,,,,,NE Arraiolos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-04B03774C394B6E4,MEM-04B03774C394B6E4,IPMA,2026-08-23 23:13:03+00:00,36.488,-7.783,0.0,0.9,L,0.9,L,0.9,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D83BAF45BF8C5A19,MEM-D83BAF45BF8C5A19,IPMA,2026-08-24 03:57:06+00:00,38.358,-8.036,6.0,0.8,L,0.8,L,0.8,,,,,,NW Viana do Alentejo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-EAB09E5D26A8385B,MEM-EAB09E5D26A8385B,IPMA,2026-08-24 09:09:28+00:00,38.228,-8.359,5.0,0.7,L,0.7,L,0.7,,,,,,NE Grândola,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-050D553D12C9A210,MEM-050D553D12C9A210,IPMA,2026-08-25 01:59:00+00:00,36.594,-7.607,17.0,0.9,L,0.9,L,0.9,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-1F725967213529CE,MEM-1F725967213529CE,IPMA,2026-08-26 03:20:08+00:00,41.266,-8.078,10.0,0.5,L,0.5,L,0.5,,,,,,SE Amarante,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-5389C995EA9C88C0,MEM-5389C995EA9C88C0,IPMA,2026-08-26 03:48:51+00:00,42.289,-7.313,22.0,0.6,L,0.6,L,0.6,,,,,,E  Ourense (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-096F1471BADC57E0,MEM-096F1471BADC57E0,IPMA,2026-08-26 21:49:46+00:00,37.917,-8.77,4.0,0.7,L,0.7,L,0.7,,,,,,SE Sines,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-08969005EDD00059,MEM-08969005EDD00059,IPMA,2026-08-26 21:53:19+00:00,37.506,-7.671,14.0,0.8,L,0.8,L,0.8,,,,,,S  Mértola,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D6B6EAB387C06D5B,MEM-D6B6EAB387C06D5B,IPMA,2026-08-27 01:59:53+00:00,38.078,-8.671,8.0,0.2,L,0.2,L,0.2,,,,,,NE Santiago do Cacém,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0633DEAA3D30342F,MEM-0633DEAA3D30342F,IPMA,2026-08-27 07:21:05+00:00,38.782,-8.391,16.0,0.4,L,0.4,L,0.4,,,,,,NE Vendas Novas,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0B504EDC9F9D820A,MEM-0B504EDC9F9D820A,IPMA,2026-08-27 15:29:46+00:00,38.904,-9.311,18.0,0.9,L,0.9,L,0.9,,,,,,SE Mafra,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-FACC471A6F1676F9,MEM-FACC471A6F1676F9,IPMA,2026-08-28 21:14:58+00:00,38.786,-7.967,11.0,0.3,L,0.3,L,0.3,,,,,,NE Arraiolos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A593FB59E96D0EA9,MEM-A593FB59E96D0EA9,IPMA,2026-08-28 22:19:23+00:00,40.166,-7.829,12.0,0.2,L,0.2,L,0.2,,,,,,NE Pampilhosa da Serra,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-3532805DCF5A229B,MEM-3532805DCF5A229B,IPMA,2026-08-29 06:15:29+00:00,38.186,-8.51,6.0,0.1,L,0.1,L,0.1,,,,,,NE Grândola,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A11AC633C932EEDD,MEM-A11AC633C932EEDD,IPMA,2026-08-02 12:16:33+00:00,35.504,-3.873,3.0,1.6,L,1.6,L,1.6,,,,,,Alboran,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-C9E32470E0B250EB,MEM-C9E32470E0B250EB,IPMA,2026-08-02 13:45:54+00:00,37.611,-8.432,1.0,1.7,L,1.7,L,1.7,,,,,,SW Ourique,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-3B8CA5DF68F9F027,MEM-3B8CA5DF68F9F027,IPMA,2026-08-03 05:48:59+00:00,42.798,-8.271,4.0,1.1,L,1.1,L,1.1,,,,,,SE Santiago Compostela (E,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-021A25A9D97C4974,MEM-021A25A9D97C4974,IPMA,2026-08-03 10:08:57+00:00,41.993,-8.359,22.0,1.0,L,1.0,L,1.0,,,,,,SE Monção,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-A286EE5D818EEAF6,MEM-A286EE5D818EEAF6,IPMA,2026-08-03 10:10:45+00:00,37.168,-7.305,1.0,1.0,L,1.0,L,1.0,,,,,,E  V.R.Sto António,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-4A65822353A39B9F,MEM-4A65822353A39B9F,IPMA,2026-08-03 10:48:51+00:00,38.791,-8.028,9.0,1.4,L,1.4,L,1.4,,,,,,NW Arraiolos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E052B86607BEB4E1,MEM-E052B86607BEB4E1,IPMA,2026-08-03 11:38:21+00:00,36.805,-7.508,25.0,1.4,L,1.4,L,1.4,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-4796FD0FC4FE3510,MEM-4796FD0FC4FE3510,IPMA,2026-08-04 04:12:55+00:00,36.49,-9.753,14.0,1.2,L,1.2,L,1.2,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-27293024F688C097,MEM-27293024F688C097,IPMA,2026-08-04 04:25:09+00:00,42.425,-11.098,18.0,1.4,L,1.4,L,1.4,,,,,,Banco da Galiza,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D725FA260FB3E670,MEM-D725FA260FB3E670,IPMA,2026-08-04 05:19:54+00:00,36.708,-9.628,20.0,1.1,L,1.1,L,1.1,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-4B987DABA3F21E4F,MEM-4B987DABA3F21E4F,IPMA,2026-08-04 13:34:42+00:00,36.689,-7.296,12.0,1.8,L,1.8,L,1.8,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E87DF57BB6FF25F5,MEM-E87DF57BB6FF25F5,IPMA,2026-08-04 17:58:11+00:00,36.807,-9.435,27.0,1.3,L,1.3,L,1.3,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-546CBC9F26BECB16,MEM-546CBC9F26BECB16,IPMA,2026-08-05 01:01:42+00:00,39.758,-7.537,1.0,1.8,L,1.8,L,1.8,,,,,,SW Castelo Branco,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-B5569DF3D26CF6CA,MEM-B5569DF3D26CF6CA,IPMA,2026-08-05 01:08:56+00:00,36.921,-7.312,11.0,1.4,L,1.4,L,1.4,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-B34DA78F6B37136B,MEM-B34DA78F6B37136B,IPMA,2026-08-05 01:17:52+00:00,32.47,-17.116,14.0,1.1,L,1.1,L,1.1,,,,,,SW Ribeira Brava (Madeira,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-7AE2838D8CAC482F,MEM-7AE2838D8CAC482F,IPMA,2026-08-05 02:20:25+00:00,36.993,-13.596,39.0,1.7,L,1.7,L,1.7,,,,,,Josephine,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-45F9F1F08B7D5665,MEM-45F9F1F08B7D5665,IPMA,2026-08-05 05:34:43+00:00,36.36,-9.043,1.0,1.3,L,1.3,L,1.3,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-935ECDF756453174,MEM-935ECDF756453174,IPMA,2026-08-05 13:24:18+00:00,36.612,-9.736,19.0,1.9,L,1.9,L,1.9,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-89AD9B2866C7BF27,MEM-89AD9B2866C7BF27,IPMA,2026-08-05 16:49:48+00:00,36.812,-11.428,25.0,1.8,L,1.8,L,1.8,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-182A631131048082,MEM-182A631131048082,IPMA,2026-08-05 20:31:21+00:00,36.595,-7.545,15.0,1.1,L,1.1,L,1.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-80A91A9257B3F950,MEM-80A91A9257B3F950,IPMA,2026-08-06 09:15:43+00:00,36.607,-7.577,30.0,1.1,L,1.1,L,1.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-5CC1E8E1C9DCD3E5,MEM-5CC1E8E1C9DCD3E5,IPMA,2026-08-06 14:23:25+00:00,36.424,-8.99,0.0,1.4,L,1.4,L,1.4,,,,,,S  Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-AD3DA1633CE4DCD7,MEM-AD3DA1633CE4DCD7,IPMA,2026-08-06 18:19:59+00:00,38.167,-8.286,2.0,1.0,L,1.0,L,1.0,,,,,,NW Ferreira do Alentejo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
