event_id_memoria,source_event_id,source,origin_time_utc,latitude,longitude,depth_km,magnitude_value,magnitude_type,magnitude_original_value,magnitude_original_type,magnitude_comparable,magnitude_homogenization_method,magnitude_conversion_equation,magnitude_conversion_uncertainty,magnitude_homogenization_status,intensity_max,location_text,felt,location_uncertainty_km,magnitude_uncertainty,tectonic_domain,domain_confidence,historical_quality,quality_score,record_status,source_url,source_file,duplicate_group_id,is_preferred_record,cluster_id,cluster_role,is_background_event,declustering_method,declustering_eligible,declustering_exclusion_reason,ingested_at_utc
MEM-FCAAE2DB8868DF52,MEM-FCAAE2DB8868DF52,IPMA,2026-08-18 09:02:53+00:00,36.356,-8.369,15.0,1.2,L,1.2,L,1.2,,,,,,S  Albufeira,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-364A47732AA22293,MEM-364A47732AA22293,IPMA,2026-08-18 09:45:07+00:00,36.593,-9.73,15.0,1.6,L,1.6,L,1.6,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-74E8B002B01AAAF5,MEM-74E8B002B01AAAF5,IPMA,2026-08-18 10:06:30+00:00,36.483,-9.671,13.0,1.0,L,1.0,L,1.0,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-62F22877CD935DB2,MEM-62F22877CD935DB2,IPMA,2026-08-18 20:01:12+00:00,36.468,-7.717,17.0,1.1,L,1.1,L,1.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-C8D643F1D0BC45C9,MEM-C8D643F1D0BC45C9,IPMA,2026-08-18 20:40:25+00:00,37.142,-3.646,1.0,1.8,L,1.8,L,1.8,,,,,,NW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-7494C5F614FA4E3F,MEM-7494C5F614FA4E3F,IPMA,2026-08-18 22:12:43+00:00,41.887,-7.185,6.0,1.8,L,1.8,L,1.8,,,,,,NW Vinhais,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6D46D68F3708DEE0,MEM-6D46D68F3708DEE0,IPMA,2026-08-19 01:32:10+00:00,36.515,-7.552,20.0,1.0,L,1.0,L,1.0,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-4EF721EA056C9690,MEM-4EF721EA056C9690,IPMA,2026-08-19 02:07:52+00:00,37.045,-3.563,17.0,1.7,L,1.7,L,1.7,,,,,,SE Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-24DE200A7F085CC7,MEM-24DE200A7F085CC7,IPMA,2026-08-19 05:08:04+00:00,41.886,-7.185,0.0,1.4,L,1.4,L,1.4,,,,,,NW Vinhais,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-8193C7428162199E,MEM-8193C7428162199E,IPMA,2026-08-19 07:01:59+00:00,37.15,-3.713,3.0,1.6,L,1.6,L,1.6,,,,,,NW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9A6042785864BA80,MEM-9A6042785864BA80,IPMA,2026-08-19 07:38:05+00:00,36.569,-9.845,12.0,1.1,L,1.1,L,1.1,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-42D46A6414E12F7A,MEM-42D46A6414E12F7A,IPMA,2026-08-19 10:07:51+00:00,38.26,-6.584,12.0,1.5,L,1.5,L,1.5,,,,,,NE Barrancos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-B2E9636026CBDCB0,MEM-B2E9636026CBDCB0,IPMA,2026-08-19 12:06:39+00:00,37.141,-3.696,0.0,1.7,L,1.7,L,1.7,,,,,,NW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0B1E75089B3DB914,MEM-0B1E75089B3DB914,IPMA,2026-08-19 14:55:35+00:00,37.163,-3.683,0.0,1.7,L,1.7,L,1.7,,,,,,NW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-AEEBA3B4E1438718,MEM-AEEBA3B4E1438718,IPMA,2026-08-19 16:51:45+00:00,41.899,-7.184,7.0,1.1,L,1.1,L,1.1,,,,,,NW Vinhais,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-57BADC28E022A8BB,MEM-57BADC28E022A8BB,IPMA,2026-08-19 20:11:18+00:00,37.106,-3.652,0.0,1.7,L,1.7,L,1.7,,,,,,SW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D666399D6A2388FD,MEM-D666399D6A2388FD,IPMA,2026-08-19 21:10:13+00:00,37.056,-3.658,11.0,1.7,L,1.7,L,1.7,,,,,,SW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-0484A96257F78A22,MEM-0484A96257F78A22,IPMA,2026-08-20 00:28:24+00:00,37.051,-3.61,0.0,1.7,L,1.7,L,1.7,,,,,,S  Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6950D404F380B76A,MEM-6950D404F380B76A,IPMA,2026-08-20 00:44:58+00:00,36.563,-9.811,13.0,1.3,L,1.3,L,1.3,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-CD6F14B7953ADA88,MEM-CD6F14B7953ADA88,IPMA,2026-08-21 00:07:08+00:00,36.729,-7.02,18.0,1.2,L,1.2,L,1.2,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-5068AC3475115130,MEM-5068AC3475115130,IPMA,2026-08-21 02:05:54+00:00,37.045,-3.631,6.0,1.7,L,1.7,L,1.7,,,,,,SW Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6BC5849A467DB73E,MEM-6BC5849A467DB73E,IPMA,2026-08-21 04:12:05+00:00,42.224,-7.99,12.0,1.1,L,1.1,L,1.1,,,,,,SW Ourense (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-4C13F10B9A53F084,MEM-4C13F10B9A53F084,IPMA,2026-08-21 15:42:27+00:00,36.68,-11.203,25.0,1.7,L,1.7,L,1.7,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-23710FC9EC0ABD29,MEM-23710FC9EC0ABD29,IPMA,2026-08-21 19:09:19+00:00,34.696,-10.359,30.0,1.8,L,1.8,L,1.8,,,,,,Mar de Marrocos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-BED254FAD401A72C,MEM-BED254FAD401A72C,IPMA,2026-08-22 05:05:28+00:00,42.496,-7.222,18.0,1.8,L,1.8,L,1.8,,,,,,NE Ourense (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9397CF50AD4B2312,MEM-9397CF50AD4B2312,IPMA,2026-08-22 08:42:08+00:00,42.767,-12.001,29.0,1.8,L,1.8,L,1.8,,,,,,Banco da Galiza,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-4DFBA9DE9ADB8C1B,MEM-4DFBA9DE9ADB8C1B,IPMA,2026-08-22 09:38:56+00:00,36.482,-8.716,23.0,1.2,L,1.2,L,1.2,,,,,,SE Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-12B6587F18618BC3,MEM-12B6587F18618BC3,IPMA,2026-08-22 19:00:32+00:00,36.438,-9.668,16.0,1.3,L,1.3,L,1.3,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-E71A9E8F2077C732,MEM-E71A9E8F2077C732,IPMA,2026-08-22 22:23:11+00:00,41.406,-8.4,11.0,1.4,L,1.4,L,1.4,,,,,,NE Famalicâo,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-B28AF0119A30B15C,MEM-B28AF0119A30B15C,IPMA,2026-08-22 22:32:57+00:00,36.96,-5.291,14.0,1.8,L,1.8,L,1.8,,,,,,SE Sevilha (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-1C6F469AC9A78E63,MEM-1C6F469AC9A78E63,IPMA,2026-08-22 23:30:31+00:00,36.56,-9.707,17.0,1.8,L,1.8,L,1.8,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-4DAAB74D90D7303F,MEM-4DAAB74D90D7303F,IPMA,2026-08-23 01:47:22+00:00,36.893,-7.438,21.0,1.3,L,1.3,L,1.3,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-C4B6DB88FCE372B0,MEM-C4B6DB88FCE372B0,IPMA,2026-08-23 07:33:39+00:00,36.362,-7.83,32.0,1.6,L,1.6,L,1.6,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-30BCDF843351A3DF,MEM-30BCDF843351A3DF,IPMA,2026-08-23 11:27:57+00:00,36.592,-7.375,17.0,1.1,L,1.1,L,1.1,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-2533CF906D6218E3,MEM-2533CF906D6218E3,IPMA,2026-08-23 11:44:08+00:00,39.206,-9.329,3.0,1.5,L,1.5,L,1.5,,,,,,SW Lourinhã,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-AEC7270E145841FA,MEM-AEC7270E145841FA,IPMA,2026-08-23 12:54:46+00:00,42.752,-7.302,1.0,1.3,L,1.3,L,1.3,,,,,,SE Lugo (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-9A6789860496742E,MEM-9A6789860496742E,IPMA,2026-08-23 13:01:30+00:00,42.797,-7.183,31.0,1.3,L,1.3,L,1.3,,,,,,SE Lugo (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-822F8B1FEDF9A24C,MEM-822F8B1FEDF9A24C,IPMA,2026-08-23 16:19:26+00:00,36.544,-7.729,19.0,1.9,L,1.9,L,1.9,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-57133515EBAA04EF,MEM-57133515EBAA04EF,IPMA,2026-08-23 18:30:32+00:00,40.871,-5.952,0.0,1.4,L,1.4,L,1.4,,,,,,SW Salamanca (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-DE9F40B66F4B68A0,MEM-DE9F40B66F4B68A0,IPMA,2026-08-23 21:27:32+00:00,36.626,-9.847,13.0,1.5,L,1.5,L,1.5,,,,,,SW Cabo S.Vicente,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-6B59439A861EC13D,MEM-6B59439A861EC13D,IPMA,2026-08-23 23:10:09+00:00,36.775,-8.453,9.0,1.0,L,1.0,L,1.0,,,,,,SW Albufeira,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-4B459F95B22A65F3,MEM-4B459F95B22A65F3,IPMA,2026-08-24 07:15:24+00:00,37.125,-3.669,0.0,1.8,L,1.8,L,1.8,,,,,,W  Granada (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-576F64A066BA299D,MEM-576F64A066BA299D,IPMA,2026-08-24 11:31:40+00:00,39.054,-9.692,11.0,1.3,L,1.3,L,1.3,,,,,,NW Mafra,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-88B335448741C83B,MEM-88B335448741C83B,IPMA,2026-08-24 13:17:08+00:00,42.695,-7.685,2.0,1.5,L,1.5,L,1.5,,,,,,SW Lugo (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-2DDBAD1FC4B9471C,MEM-2DDBAD1FC4B9471C,IPMA,2026-08-24 13:37:24+00:00,37.709,-6.577,1.0,1.7,L,1.7,L,1.7,,,,,,S  Aracena (ESP),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-3CF016831620C3FA,MEM-3CF016831620C3FA,IPMA,2026-08-24 15:23:19+00:00,36.413,-7.353,11.0,1.6,L,1.6,L,1.6,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-7144889907AEBA3E,MEM-7144889907AEBA3E,IPMA,2026-08-25 00:44:59+00:00,32.295,-17.076,10.0,1.7,L,1.7,L,1.7,,,,,,SW Câmara de Lobos (Mdra),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-03EC13B105B7DD3A,MEM-03EC13B105B7DD3A,IPMA,2026-08-25 04:55:53+00:00,36.751,-7.271,0.0,1.3,L,1.3,L,1.3,,,,,,Golfo de Cádiz,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-59ADED99A1A3A41D,MEM-59ADED99A1A3A41D,IPMA,2026-08-25 06:11:37+00:00,34.915,-11.631,17.0,1.8,L,1.8,L,1.8,,,,,,"Madeira Islands, Portugal Regi",,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-407CCA5383CC38C3,MEM-407CCA5383CC38C3,IPMA,2026-08-25 07:46:08+00:00,39.208,-9.323,1.0,1.5,L,1.5,L,1.5,,,,,,SW Lourinhã,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-DC7A40E0C9481D70,MEM-DC7A40E0C9481D70,IPMA,2026-08-25 08:03:37+00:00,35.017,-5.297,24.0,1.8,L,1.8,L,1.8,,,,,,S  Tetuan (MARR),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-7CED33D0A6794C8A,MEM-7CED33D0A6794C8A,IPMA,2026-08-25 09:06:29+00:00,36.892,-8.728,26.0,1.2,L,1.2,L,1.2,,,,,,SW Lagos,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-72270B1248C936EC,MEM-72270B1248C936EC,IPMA,2026-08-25 19:51:12+00:00,34.346,-5.772,21.0,1.7,L,1.7,L,1.7,,,,,,NW Fez (Marr),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-B32727E5668724DD,MEM-B32727E5668724DD,IPMA,2026-08-26 06:26:16+00:00,34.334,-5.849,22.0,1.8,L,1.8,L,1.8,,,,,,NW Fez (Marr),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-D8297071EAF12122,MEM-D8297071EAF12122,IPMA,2026-08-26 07:57:33+00:00,37.378,-7.795,0.0,1.6,L,1.6,L,1.6,,,,,,NE S.Brás de Alportel,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-22734135CED6AB09,MEM-22734135CED6AB09,IPMA,2026-08-27 05:26:26+00:00,32.533,-16.521,39.0,1.6,L,1.6,L,1.6,,,,,,NW Desertas (Madeira),,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-24EA898ADBC5592F,MEM-24EA898ADBC5592F,IPMA,2026-08-27 07:17:52+00:00,36.664,-11.305,75.0,1.6,L,1.6,L,1.6,,,,,,Gorringe,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
MEM-899AC264B3A95617,MEM-899AC264B3A95617,IPMA,2026-08-27 09:16:52+00:00,37.495,-7.656,18.0,1.5,L,1.5,L,1.5,,,,,,S  Mértola,,,,,,high,0.92,preliminary,https://api.ipma.pt/open-data/observation/seismic/7.json,/home/runner/work/memoria-seismic-observatory/memoria-seismic-observatory/data/bronze/ipma/2026/09/01/area_7_20260901T084033Z.json,,True,,,False,,,,2026-09-01 08:40:33.083913+00:00
